Location,Selector,Degree,Male Population,Female Population,Median Age (Male),Median Age (Female),Total Population,Population Density,Zoom Level,Top Left Degree,Bottom Right Degree,id
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1508),39.871 21.369 Degrees,670,348,34,32,"1,018","Population Density: 1,590.60/sq km",6,39.868 21.372 Degrees,39.875 21.366 Degrees,1508
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1509),39.871 21.309 Degrees,79,57,35,24,136,Population Density: 212.50/sq km,6,39.868 21.312 Degrees,39.875 21.306 Degrees,1509
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1510),39.770 21.430 Degrees,2913,2115,29,27,"5,028","Population Density: 7,856.30/sq km",6,39.767 21.433 Degrees,39.774 21.426 Degrees,1510
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1511),39.777 21.363 Degrees,1917,1673,28,27,"3,590","Population Density: 5,609.40/sq km",6,39.774 21.366 Degrees,39.781 21.360 Degrees,1511
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1512),39.813 21.443 Degrees,8408,4287,33,28,"12,695","Population Density: 19,835.90/sq km",6,39.810 21.446 Degrees,39.817 21.440 Degrees,1512
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1513),39.792 21.356 Degrees,3013,2331,30,28,"5,344","Population Density: 8,350.00/sq km",6,39.788 21.359 Degrees,39.796 21.353 Degrees,1513
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1514),39.785 21.410 Degrees,6665,3626,33,29,"10,291","Population Density: 16,079.70/sq km",6,39.781 21.413 Degrees,39.788 21.406 Degrees,1514
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1515),39.785 21.383 Degrees,5049,3483,31,28,"8,532","Population Density: 13,331.30/sq km",6,39.781 21.386 Degrees,39.788 21.379 Degrees,1515
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1516),39.792 21.443 Degrees,9232,6396,33,28,"15,628","Population Density: 24,418.80/sq km",6,39.788 21.446 Degrees,39.796 21.440 Degrees,1516
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1517),39.828 21.363 Degrees,4493,3474,29,25,"7,967","Population Density: 12,448.40/sq km",6,39.824 21.366 Degrees,39.832 21.360 Degrees,1517
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1518),39.857 21.396 Degrees,38,36,39,33,74,Population Density: 115.60/sq km,6,39.853 21.399 Degrees,39.860 21.393 Degrees,1518
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1519),39.763 21.443 Degrees,500,371,28,28,871,"Population Density: 1,360.90/sq km",6,39.760 21.446 Degrees,39.767 21.440 Degrees,1519
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1520),39.763 21.389 Degrees,756,77,35,37,833,"Population Density: 1,301.60/sq km",6,39.760 21.393 Degrees,39.767 21.386 Degrees,1520
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1521),39.986 21.363 Degrees,341,35,36,36,376,Population Density: 587.50/sq km,6,39.982 21.366 Degrees,39.989 21.360 Degrees,1521
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1522),39.928 21.309 Degrees,94,61,26,22,155,Population Density: 242.20/sq km,6,39.925 21.312 Degrees,39.932 21.306 Degrees,1522
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1523),40.065 21.309 Degrees,57,34,33,26,91,Population Density: 142.20/sq km,6,40.062 21.312 Degrees,40.069 21.306 Degrees,1523
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1524),39.979 21.302 Degrees,81,47,27,26,128,Population Density: 200.00/sq km,6,39.975 21.306 Degrees,39.982 21.299 Degrees,1524
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1525),40.022 21.450 Degrees,208,150,29,24,358,Population Density: 559.40/sq km,6,40.018 21.453 Degrees,40.025 21.446 Degrees,1525
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1526),39.986 21.410 Degrees,46,27,27,31,73,Population Density: 114.10/sq km,6,39.982 21.413 Degrees,39.989 21.406 Degrees,1526
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1527),39.964 21.329 Degrees,82,36,34,30,118,Population Density: 184.40/sq km,6,39.961 21.332 Degrees,39.968 21.326 Degrees,1527
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1528),39.907 21.356 Degrees,1264,1011,30,26,"2,275","Population Density: 3,554.70/sq km",6,39.903 21.359 Degrees,39.911 21.353 Degrees,1528
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1529),40.000 21.383 Degrees,Protected,Protected,Protected,Protected,30,Population Density: 46.90/sq km,6,39.997 21.386 Degrees,40.004 21.379 Degrees,1529
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1530),39.907 21.302 Degrees,91,72,27,21,163,Population Density: 254.70/sq km,6,39.903 21.306 Degrees,39.911 21.299 Degrees,1530
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1531),39.986 21.289 Degrees,41,34,21,23,75,Population Density: 117.20/sq km,6,39.982 21.292 Degrees,39.989 21.285 Degrees,1531
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1532),39.936 21.296 Degrees,Protected,Protected,Protected,Protected,13,Population Density: 20.30/sq km,6,39.932 21.299 Degrees,39.939 21.293 Degrees,1532
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1533),39.993 21.289 Degrees,Protected,Protected,Protected,Protected,29,Population Density: 45.30/sq km,6,39.990 21.292 Degrees,39.996 21.285 Degrees,1533
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1534),39.936 21.323 Degrees,724,591,27,24,"1,315","Population Density: 2,054.70/sq km",6,39.932 21.326 Degrees,39.939 21.319 Degrees,1534
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1535),40.065 21.329 Degrees,115,70,29,24,185,Population Density: 289.10/sq km,6,40.062 21.332 Degrees,40.069 21.326 Degrees,1535
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1536),39.928 21.316 Degrees,69,49,27,29,118,Population Density: 184.40/sq km,6,39.925 21.319 Degrees,39.932 21.313 Degrees,1536
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1537),39.921 21.289 Degrees,77,31,30,32,108,Population Density: 168.80/sq km,6,39.918 21.292 Degrees,39.925 21.285 Degrees,1537
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1538),40.072 21.296 Degrees,40,32,24,32,72,Population Density: 112.50/sq km,6,40.069 21.299 Degrees,40.076 21.293 Degrees,1538
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1539),39.964 21.443 Degrees,1440,1250,28,24,"2,690","Population Density: 4,203.10/sq km",6,39.961 21.446 Degrees,39.968 21.440 Degrees,1539
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1540),39.950 21.443 Degrees,76,65,28,22,141,Population Density: 220.30/sq km,6,39.947 21.446 Degrees,39.953 21.440 Degrees,1540
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1541),39.964 21.436 Degrees,822,619,30,25,"1,441","Population Density: 2,251.60/sq km",6,39.961 21.440 Degrees,39.968 21.433 Degrees,1541
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1542),40.043 21.423 Degrees,59,44,25,21,103,Population Density: 160.90/sq km,6,40.040 21.426 Degrees,40.047 21.419 Degrees,1542
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1543),39.914 21.329 Degrees,Protected,Protected,Protected,Protected,27,Population Density: 42.20/sq km,6,39.911 21.332 Degrees,39.917 21.326 Degrees,1543
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1544),40.051 21.309 Degrees,46,39,28,21,85,Population Density: 132.80/sq km,6,40.047 21.312 Degrees,40.054 21.306 Degrees,1544
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1545),40.051 21.450 Degrees,41,35,31,25,76,Population Density: 118.80/sq km,6,40.047 21.453 Degrees,40.054 21.446 Degrees,1545
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1546),40.072 21.323 Degrees,Protected,Protected,Protected,Protected,42,Population Density: 65.60/sq km,6,40.069 21.326 Degrees,40.076 21.319 Degrees,1546
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1547),39.914 21.349 Degrees,1995,1690,30,27,"3,685","Population Density: 5,757.80/sq km",6,39.911 21.353 Degrees,39.917 21.346 Degrees,1547
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1548),39.914 21.343 Degrees,1958,1502,30,27,"3,460","Population Density: 5,406.30/sq km",6,39.911 21.346 Degrees,39.917 21.339 Degrees,1548
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1549),39.907 21.343 Degrees,1984,1761,27,25,"3,745","Population Density: 5,851.60/sq km",6,39.903 21.346 Degrees,39.911 21.339 Degrees,1549
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1550),40.043 21.329 Degrees,112,98,27,30,210,Population Density: 328.10/sq km,6,40.040 21.332 Degrees,40.047 21.326 Degrees,1550
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1551),39.957 21.450 Degrees,2203,1894,27,23,"4,097","Population Density: 6,401.60/sq km",6,39.954 21.453 Degrees,39.961 21.446 Degrees,1551
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1552),39.907 21.316 Degrees,69,43,33,29,112,Population Density: 175.00/sq km,6,39.903 21.319 Degrees,39.911 21.313 Degrees,1552
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1553),40.051 21.336 Degrees,69,117,28,24,186,Population Density: 290.60/sq km,6,40.047 21.339 Degrees,40.054 21.332 Degrees,1553
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1554),40.015 21.450 Degrees,360,258,28,23,618,Population Density: 965.60/sq km,6,40.011 21.453 Degrees,40.018 21.446 Degrees,1554
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1555),39.914 21.356 Degrees,2163,1606,30,25,"3,769","Population Density: 5,889.10/sq km",6,39.911 21.359 Degrees,39.917 21.353 Degrees,1555
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1556),39.921 21.356 Degrees,227,191,25,23,418,Population Density: 653.10/sq km,6,39.918 21.359 Degrees,39.925 21.353 Degrees,1556
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1557),39.993 21.376 Degrees,3606,562,37,35,"4,168","Population Density: 6,512.50/sq km",6,39.990 21.379 Degrees,39.996 21.372 Degrees,1557
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1558),39.921 21.296 Degrees,67,40,25,14,107,Population Density: 167.20/sq km,6,39.918 21.299 Degrees,39.925 21.293 Degrees,1558
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1559),39.943 21.309 Degrees,492,175,31,26,667,"Population Density: 1,042.20/sq km",6,39.939 21.312 Degrees,39.947 21.306 Degrees,1559
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1560),39.993 21.296 Degrees,97,74,26,28,171,Population Density: 267.20/sq km,6,39.990 21.299 Degrees,39.996 21.293 Degrees,1560
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1561),40.065 21.323 Degrees,Protected,Protected,Protected,Protected,26,Population Density: 40.60/sq km,6,40.062 21.326 Degrees,40.069 21.319 Degrees,1561
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1562),39.964 21.309 Degrees,Protected,Protected,Protected,Protected,31,Population Density: 48.40/sq km,6,39.961 21.312 Degrees,39.968 21.306 Degrees,1562
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1563),39.986 21.296 Degrees,175,129,27,22,304,Population Density: 475.00/sq km,6,39.982 21.299 Degrees,39.989 21.293 Degrees,1563
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1564),39.957 21.443 Degrees,1671,1442,26,23,"3,113","Population Density: 4,864.10/sq km",6,39.954 21.446 Degrees,39.961 21.440 Degrees,1564
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1565),39.957 21.436 Degrees,Protected,Protected,Protected,Protected,36,Population Density: 56.30/sq km,6,39.954 21.440 Degrees,39.961 21.433 Degrees,1565
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1566),39.914 21.289 Degrees,56,17,34,19,73,Population Density: 114.10/sq km,6,39.911 21.292 Degrees,39.917 21.285 Degrees,1566
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1567),40.058 21.316 Degrees,Protected,Protected,Protected,Protected,51,Population Density: 79.70/sq km,6,40.054 21.319 Degrees,40.061 21.313 Degrees,1567
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1568),39.921 21.343 Degrees,88,61,30,26,149,Population Density: 232.80/sq km,6,39.918 21.346 Degrees,39.925 21.339 Degrees,1568
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1569),40.036 21.376 Degrees,21,17,24,25,38,Population Density: 59.40/sq km,6,40.033 21.379 Degrees,40.040 21.372 Degrees,1569
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1570),40.036 21.443 Degrees,64,49,27,15,113,Population Density: 176.60/sq km,6,40.033 21.446 Degrees,40.040 21.440 Degrees,1570
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1571),40.029 21.450 Degrees,165,134,24,22,299,Population Density: 467.20/sq km,6,40.026 21.453 Degrees,40.032 21.446 Degrees,1571
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1572),39.914 21.450 Degrees,643,77,36,37,720,"Population Density: 1,125.00/sq km",6,39.911 21.453 Degrees,39.917 21.446 Degrees,1572
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1573),39.928 21.302 Degrees,132,39,32,18,171,Population Density: 267.20/sq km,6,39.925 21.306 Degrees,39.932 21.299 Degrees,1573
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1574),40.029 21.336 Degrees,22,23,28,29,45,Population Density: 70.30/sq km,6,40.026 21.339 Degrees,40.032 21.332 Degrees,1574
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1575),39.928 21.296 Degrees,25,21,34,18,46,Population Density: 71.90/sq km,6,39.925 21.299 Degrees,39.932 21.293 Degrees,1575
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1576),39.943 21.323 Degrees,621,500,27,25,"1,121","Population Density: 1,751.60/sq km",6,39.939 21.326 Degrees,39.947 21.319 Degrees,1576
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1577),39.972 21.443 Degrees,1242,927,28,24,"2,169","Population Density: 3,389.10/sq km",6,39.968 21.446 Degrees,39.975 21.440 Degrees,1577
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1578),40.015 21.376 Degrees,52,26,30,29,78,Population Density: 121.90/sq km,6,40.011 21.379 Degrees,40.018 21.372 Degrees,1578
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1579),39.907 21.443 Degrees,523,48,45,39,571,Population Density: 892.20/sq km,6,39.903 21.446 Degrees,39.911 21.440 Degrees,1579
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1580),39.921 21.316 Degrees,442,268,29,25,710,"Population Density: 1,109.40/sq km",6,39.918 21.319 Degrees,39.925 21.313 Degrees,1580
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1581),40.007 21.383 Degrees,95,23,31,27,118,Population Density: 184.40/sq km,6,40.004 21.386 Degrees,40.011 21.379 Degrees,1581
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1582),39.907 21.349 Degrees,2704,2043,30,27,"4,747","Population Density: 7,417.20/sq km",6,39.903 21.353 Degrees,39.911 21.346 Degrees,1582
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1583),40.036 21.336 Degrees,85,68,26,28,153,Population Density: 239.10/sq km,6,40.033 21.339 Degrees,40.040 21.332 Degrees,1583
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1584),40.000 21.329 Degrees,337,31,38,37,368,Population Density: 575.00/sq km,6,39.997 21.332 Degrees,40.004 21.326 Degrees,1584
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1585),39.914 21.323 Degrees,44,42,28,28,86,Population Density: 134.40/sq km,6,39.911 21.326 Degrees,39.917 21.319 Degrees,1585
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1586),39.907 21.289 Degrees,1030,733,28,23,"1,763","Population Density: 2,754.70/sq km",6,39.903 21.292 Degrees,39.911 21.285 Degrees,1586
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1587),40.007 21.450 Degrees,188,177,24,20,365,Population Density: 570.30/sq km,6,40.004 21.453 Degrees,40.011 21.446 Degrees,1587
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1588),40.058 21.309 Degrees,39,24,30,18,63,Population Density: 98.40/sq km,6,40.054 21.312 Degrees,40.061 21.306 Degrees,1588
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1589),40.029 21.383 Degrees,Protected,Protected,Protected,Protected,34,Population Density: 53.10/sq km,6,40.026 21.386 Degrees,40.032 21.379 Degrees,1589
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1590),40.072 21.336 Degrees,46,22,39,26,68,Population Density: 106.30/sq km,6,40.069 21.339 Degrees,40.076 21.332 Degrees,1590
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1591),39.907 21.296 Degrees,999,721,29,23,"1,720","Population Density: 2,687.50/sq km",6,39.903 21.299 Degrees,39.911 21.293 Degrees,1591
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1592),40.036 21.450 Degrees,278,234,24,20,512,Population Density: 800.00/sq km,6,40.033 21.453 Degrees,40.040 21.446 Degrees,1592
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1593),39.979 21.443 Degrees,215,97,30,20,312,Population Density: 487.50/sq km,6,39.975 21.446 Degrees,39.982 21.440 Degrees,1593
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1594),39.943 21.450 Degrees,19,18,27,30,37,Population Density: 57.80/sq km,6,39.939 21.453 Degrees,39.947 21.446 Degrees,1594
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1595),39.964 21.450 Degrees,4108,3277,27,25,"7,385","Population Density: 11,539.10/sq km",6,39.961 21.453 Degrees,39.968 21.446 Degrees,1595
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1596),40.079 21.329 Degrees,Protected,Protected,Protected,Protected,37,Population Density: 57.80/sq km,6,40.076 21.332 Degrees,40.083 21.326 Degrees,1596
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1597),39.936 21.302 Degrees,79,35,26,20,114,Population Density: 178.10/sq km,6,39.932 21.306 Degrees,39.939 21.299 Degrees,1597
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1598),39.993 21.302 Degrees,56,58,27,24,114,Population Density: 178.10/sq km,6,39.990 21.306 Degrees,39.996 21.299 Degrees,1598
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1599),40.058 21.450 Degrees,84,47,27,29,131,Population Density: 204.70/sq km,6,40.054 21.453 Degrees,40.061 21.446 Degrees,1599
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1600),39.986 21.302 Degrees,137,90,27,27,227,Population Density: 354.70/sq km,6,39.982 21.306 Degrees,39.989 21.299 Degrees,1600
Makkah,#results_grid_pop_v13_9641_layer > g:nth-child(1) > path:nth-child(1601),39.993 21.383 Degrees,Protected,Protected,Protected,Protected,71,Population Density: 110.90/sq km,6,39.990 21.386 Degrees,39.996 21.379 Degrees,1601
